GSM1358650	GSM1358651	GSM1358652	GSM1358653	GSM1358654	GSM1358655	GSM1358656	GSM1358657	GSM1358658	GSM1358659	GSM1358660	GSM1358661	GSM1358662	GSM1358663	GSM1358664
AY358801	3810.930568	114.972852	34.01921585	837.5596132	619.3590415	201.3208429	289.7642126	115.7084753	322.3316052	453.0299583	716.436424	190.8288912	1663.573246	788.6368694	172.5842285
AY358805	161.2838224	138.8333557	333.0984709	73.7031543	42.40264173	464.7968623	59.92861284	28.82546212	358.8989324	77.18182222	1220.921027	426.5604672	661.4110955	340.1040305	66.4179609
AY358806	601.6875673	170.6293637	320.3176037	109.6082431	320.3818997	206.0727693	104.5025943	18.02046531	57.31746963	616.2994144	143.0908431	108.7871069	220.77751	25.02708502	52.77752957
AY358807	168.4238917	771.7971309	270.954531	219.6058911	624.5071472	70.51016221	218.7889218	186.6316273	145.8738159	698.5862137	247.8763961	389.8709358	621.6968397	123.9828869	502.1320403
AY358808	701.4034804	759.5971358	59.52961415	584.4150676	286.3330824	1782.644863	237.6550536	734.08162	36.08879177	40.1563305	28.32905892	369.3946465	21.19570294	15.05679836	258.8266637
AY358815	144.8274392	253.4027781	3009.970907	353.5800857	38.80318823	7239.92068	18.22058806	61.76818918	1249.375061	2538.412793	2463.1519	1738.545187	3030.203827	2409.154627	247.1040299
AY358819	13.91459715	839.2803108	182.4761969	1114.931288	1287.113502	1368.645482	3219.170568	3551.617646	2692.493543	2057.487536	1086.415355	2091.469234	1159.419361	1155.656233	1980.362663
AY358829	587.1211485	685.426871	996.0363406	891.147586	392.8483655	1098.439574	192.4597219	267.4556136	123.3200184	251.4569979	611.7261487	178.9682275	269.2712266	372.8861987	178.4545397
AY358834	286.1653751	151.9438485	619.0064469	92.44173808	168.5222035	229.1956573	51.25850657	195.4934928	65.20503701	248.140956	179.599784	268.8028294	168.8565764	121.1658895	380.85676
AY358852	12.78530338	11.45935387	10.35937998	27.96676985	15.14200975	12.36162427	12.60517347	16.82950785	11.65422116	39.8335196	24.14593333	57.01498805	58.00299378	90.06377199	21.28038308
AY358854	2072.616951	4057.722927	2200.369754	4830.799669	4330.786747	4146.839444	6217.873152	3534.885006	3751.53186	3192.615287	2906.237427	1717.240152	2203.369363	3934.287253	5094.295062
AY358857	576.5870905	1116.628926	3268.742927	898.0300487	836.6053056	253.5486375	4267.889781	2562.528934	4138.686691	1277.570754	2779.043512	3350.207759	1520.709975	1210.195207	3804.641467
AY358869	183.1075456	128.651463	52.66534553	68.53135024	103.6774014	71.59787731	56.9963238	118.091961	102.9422497	173.6207571	311.9743762	83.04798711	20.55707516	136.0990824	78.90174233
AY358878	460.8179343	587.5973042	138.3153054	840.7375078	194.2493854	673.1955629	54.97961415	339.5232236	141.0284657	87.37959318	84.7249922	930.8571146	355.5805945	648.6302939	808.5310306
AY358924	161.2838224	433.2208227	17.7254947	117.6493825	212.6667023	61.41926293	74.01580114	82.37125692	23.01242755	18.55075541	53.795033	47.09458839	17.60080712	21.62429743	42.79284905
AY358944	3229.066972	712.6287141	576.0907978	1879.869504	995.4727207	586.6295977	496.9389454	394.2337293	1117.0488	360.7372495	635.1965214	678.1366656	84.56312426	177.4183352	826.9274095
AY358964	1299.822984	1234.850168	826.4694556	556.5611025	872.8530715	734.4343024	155.9423246	177.9760748	163.0216897	539.9772848	761.530863	714.6945949	925.4863981	289.0574739	578.1664462
AY359016	1727.791434	727.8859742	860.6071231	280.0628161	680.5312761	935.842132	374.370899	152.3586992	400.3298288	214.711346	235.7900906	435.3465471	368.1909258	263.6166763	988.5993385
AY359037	212.6667023	90.75654559	622.7137068	214.2708635	171.0851675	266.2282431	32.01247746	297.333256	2278.538322	768.6233162	721.0753056	873.4487804	491.2797071	278.1611981	131.2684037
AY359054	47.84317256	2323.143783	106.3983067	642.0733878	1601.436157	2171.730828	970.9500339	1163.600681	1864.295922	678.6886763	1063.74478	1344.621709	124.7476055	607.3030055	1760.987605
AY359075	1229.686588	77.29670874	594.8166177	86.76791075	268.6701591	484.1208413	594.5381032	41.39867654	532.2785319	256.2898796	1109.255366	58.13826929	2175.462379	1108.698114	125.2804801
AY359084	372.0780948	95.17702536	91.5881803	25.31875871	274.974253	248.5128925	67.28249838	30.27866969	115.9366878	24.04708344	149.5731711	27.4492144	24.85244774	60.36626666	305.934161
AY359091	310.7258638	1152.280527	49.36459026	385.4573064	238.1127594	448.2662989	1714.692802	1227.181866	930.5608102	197.652902	31.68542682	1051.972711	630.4037608	81.68128973	1397.942188
AY359112	5483.134725	4532.140736	2405.827342	2290.140336	6271.667871	3474.483938	4918.544051	4895.3645	4426.016073	1931.32526	2737.244086	3876.026186	847.5241384	2705.161852	4354.307871
AY359879	1058.617256	469.4434337	55.33645013	1541.017931	1663.393583	1703.203178	2477.344275	2420.66846	1372.396921	404.782626	375.7430243	572.8689097	472.0499316	1283.091108	1347.634051
AY359880	37.50948037	995.9486124	442.3779791	330.2001538	14.41952075	789.4532748	771.9320735	728.809558	610.5436446	1346.847043	564.4527446	920.9197716	776.7836987	2592.123731	183.5521232
AY360464	837.5059728	327.0632639	194.7006147	41.83239273	786.863255	550.051199	110.5598557	75.40108351	22.43784671	80.7850633	223.9532003	80.72374177	698.9222117	191.0425421	194.120693
AY364230	426.5749838	69.44679476	181.5802572	39.02868828	404.2088727	1251.202065	15.95222793	38.13564108	55.73826206	366.6173089	652.3923254	576.840821	851.888589	950.0017079	38.43529733
AY364260	436.3884076	1019.288527	89.19224172	568.808102	269.8131623	39.52088958	538.6603837	936.8082582	1350.413174	1236.305225	358.5181331	1676.270227	1248.329865	374.4993253	730.4705624
AY364890	80.28292687	21.72577182	127.4391074	17.24552842	28.39011451	381.6191102	13.38471616	30.91322828	21.92337378	46.8261477	96.98303416	376.86858	827.7422905	197.4279149	22.46676336
AY366243	545.1100959	3872.355736	4376.635568	71.89702501	1377.617311	682.9177139	162.1519016	629.8848766	1807.579268	1455.877722	1887.492784	891.1271928	5648.553264	2632.473806	665.50338
AY366253	639.4869666	223.2437858	3953.701298	881.9498692	2291.82511	1344.402158	117.4570197	368.0858732	1504.977424	1748.615633	2917.551977	1133.972848	3298.273938	1297.997077	508.3650099
AY367050	1062.403624	763.260497	225.9471842	1193.792313	655.8431281	883.3583949	2620.044658	1713.013217	1134.435308	1486.023493	462.4561845	1283.435015	119.0630317	61.5816474	651.6265557
AY368076	725.1337417	151.9438485	461.0937572	32.49097135	530.3952156	42.13971906	34.78968398	21.05164497	169.5992594	274.3180932	407.0087113	243.8144394	72.76177852	138.152805	143.579912
AY369208	37.50948037	12.95785167	483.362688	27.12244254	13.49676342	537.8860978	12.78423291	12.31838498	13.55437686	1555.532652	200.3566462	2185.446222	1296.671356	560.5209597	35.54619168
AY372174	96.74987186	118.7052082	31.45608282	16.18483968	60.02752845	63.73856312	28.3597305	33.67252764	28.30008943	105.2701335	77.32316978	44.47199496	185.2172938	35.46222488	37.62066363
AY372494	500.9554176	1924.67478	496.1726268	439.0563323	2453.534849	1766.790659	184.9086272	894.2337244	366.7604487	924.017473	518.1816991	161.7092675	183.6926645	545.2698997	1342.445285
AY373373	91.36480595	16.84931318	946.2121216	106.9044901	19.09295146	73.8749696	13.51056112	12.43648768	49.57310626	69.07508583	240.2567763	98.10257535	110.4778295	126.9606604	15.95419679
AY374131	1241.567585	562.0094307	734.9664024	1239.224307	610.8557479	673.1955629	713.0499432	746.9623747	833.3102808	237.4659046	175.7187822	89.18117399	687.0928634	672.2619505	1364.973881
AY377973	639.4869666	1781.8136	178.1448241	433.5320269	1241.543147	149.3312864	410.1127576	883.088754	1304.901805	345.7937725	934.1831795	838.0663681	260.3669455	83.1237403	3363.407422
AY377978	2387.519451	2032.089119	811.6501018	825.4166806	971.0041566	822.969259	478.8422986	1036.783462	3000.294502	1194.750257	922.2760906	1885.790457	781.4317943	555.1977642	3460.549051
AY377979	68.75920416	82.39453807	186.1099639	48.69407647	929.7948854	55.9278865	327.0775897	165.308379	912.2905081	151.4787963	189.2559767	16.55644826	192.9913735	74.71485422	2128.48571
AY377980	589.8445161	460.5988538	173.0130186	1008.299545	891.7550824	163.8800469	555.8520633	909.5536903	439.1831301	102.6531579	531.5472506	1015.057475	491.2797071	97.43680875	1489.809012
AY377981	1233.622417	1493.612895	326.2448743	457.993672	1293.588793	243.8310685	534.7277844	830.8895128	2234.75568	862.7371208	664.2271008	1958.845999	417.2880406	59.78179013	3054.879782
AY380059	50.01160549	294.9574061	120.1340702	462.3667464	58.23964428	1401.703994	548.0726043	577.5129424	699.4109859	552.4287453	1106.414361	283.7422122	191.3955181	558.5652045	530.0398332
AY382899	96.74987186	39.19762712	80.3644244	1257.699339	1913.434662	1640.88086	882.8933123	1170.908039	2053.57312	81.40657851	71.77295336	1292.108863	17.89786355	96.60272429	1797.672836
AY386261	14.61973193	242.8146906	13.42025194	233.2495673	141.31211	230.7750756	144.3677582	311.8852317	90.50682572	51.75610636	25.04395188	63.84122084	29.34156446	26.30503457	446.0878647
AY386363	2151.781543	630.3450361	521.4048203	1058.081731	360.32564	358.9358927	1509.042155	1422.073051	1480.195371	460.0235846	507.907234	674.1249885	982.2680696	1008.545439	1461.524933
AY395696	257.3533055	434.7289512	113.8583527	683.4962523	711.3442019	104.247262	946.588189	1229.45906	596.5169882	207.2536331	260.6915298	1383.843183	163.6111393	353.3731397	1028.361208
AY395801	328.6510905	1078.453672	2874.83125	1929.252841	3678.120905	3289.115174	2620.464433	975.1205383	6013.035287	753.4721091	100.2555017	4749.775062	117.9118135	171.1904781	4575.552028
AY396740	35.07832854	55.74094398	28.90557667	14.81707028	17.33897073	37.01272865	18.68191648	11.55053716	30.79514292	25.54975317	25.99066457	19.74637542	107.2318815	81.68128973	22.20129817
AY396742	154.0087997	111.2377969	44.46310061	25.31875871	14.99529353	60.30614284	771.4245188	13.70565803	28.45228168	88.53810649	39.97377405	77.2774123	1241.589271	87.60982814	21.28038308
AY421759	3539.928995	3496.19877	2355.465703	6894.009107	4842.232365	1320.496026	3176.160118	3385.069444	4320.637534	2724.247855	1933.762838	2992.705738	1310.496149	3473.113601	4283.612028
AY422168	107.613527	69.44679476	1031.773236	396.3826609	104.9418973	224.2238005	105.1512475	99.89324472	46.4092035	155.8792191	171.8666987	152.6151661	49.72289539	97.43680875	130.594485
AY423442	589.8445161	186.2333339	1326.706787	1189.425387	325.2174811	1033.780374	471.4089784	1223.611135	1171.842668	1409.360789	826.5052907	795.3750141	2530.481794	1472.915362	1347.634051
AY423443	135.9318093	459.373812	736.2147697	986.5337308	234.1486181	367.8342076	284.0496425	656.9904405	491.5132593	430.8621736	86.97388855	136.3182812	739.0911894	131.9949728	483.9931166
AY423724	2576.524647	6611.40832	5579.856579	1838.075097	7631.90686	7934.395624	8513.540792	5990.120118	4154.242478	660.4794791	3489.219725	2324.228163	2629.502965	8912.659107	10463.87866
AY424281	12.30982381	18.09788195	99.50499177	244.657423	45.4426124	34.74729906	42.21279235	201.3369663	141.4930904	536.2915406	440.1516664	31.72488622	32.32076508	79.57514251	33.98275784
AY424901	218.1122496	238.1728715	37.55486576	30.60451966	51.19243753	73.8749696	14.43267682	19.81140841	30.43824745	58.95806121	247.8763961	70.80112519	173.2204659	141.1728844	22.46676336
AY424902	41.91071816	14.44109731	301.2469091	118.7021825	124.3677095	16.99703948	13.92130598	28.82546212	28.76577041	63.12998372	53.795033	14.44071392	535.9072504	95.75865271	16.81491594
AY428962	857.042421	554.0014033	1527.07431	1202.546518	501.6608139	1019.167787	1024.923629	1573.638568	2285.446283	2225.821764	2088.826261	749.5254992	3060.582029	2116.675205	1564.571612
AY429508	80.28292687	17.44673177	56.65060895	34.70442044	68.3031476	199.7634085	243.2072851	606.3069972	37.85894188	152.4548616	96.18517564	21.66262361	36.48294052	63.94922405	180.916944
AY429509	68.75920416	2744.595095	2311.483371	222.6126554	3962.852084	1739.469878	58.00299378	21.66356636	240.4281659	834.6599869	664.2271008	530.0398332	483.1794875	396.5601247	54.64687291
AY429510	1046.956982	542.8736511	3477.959781	547.5676847	396.1909506	490.5241231	62.94417135	101.5831633	188.7418785	856.630642	1509.855706	607.4065765	382.5204838	614.513736	766.9425541
AY430414	794.7853232	63.87118644	36.42987939	72.36006581	315.3013383	87.90202309	56.52699053	87.99648564	56.08156696	14.17445576	67.39950211	57.58585382	15.01835127	26.30503457	31.77471279
AY434464	23.60498275	31.31624475	229.1874551	82.96209387	83.29867603	257.4743192	111.5955816	194.7997724	51.1016414	111.526492	82.54775838	72.15102607	292.5097131	94.91093687	457.4504909
AY435127	24.04142834	31.31624475	61.36590902	15.49192011	658.0334863	82.73118892	12.96571766	17.41041816	39.12471638	121.2378336	74.54194733	545.5569857	273.1082705	472.4818947	179.712642
AY437084	31.31624475	132.5657354	353.1990356	52.58161164	87.36724004	860.9061273	25.0559862	17.94255474	164.6458625	461.5661632	415.5698354	1563.966355	4823.404725	628.2237992	14.5060869
AY437879	198.8805854	375.3717758	140.0028413	1198.742527	815.7472754	413.9195357	803.3860209	551.2044984	856.1118665	393.9054172	607.098271	175.1895549	65.34594127	1357.446673	1219.169524
AY438267	1440.642836	627.0970809	240.5723511	628.5584791	2023.096193	1671.088968	562.9206685	456.2664896	108.1599154	120.4511493	685.4007474	468.0350499	145.2291518	432.2396373	754.547698
AY438268	25.50213779	1457.293756	227.0130298	653.5659324	2997.362367	250.1218952	739.8527898	459.5167817	603.8684283	396.9383518	460.4902401	352.2468289	58.64360775	99.28298907	1154.946206
AY439213	163.7769383	94.03236697	435.1798703	169.4083028	264.5085551	35.46974679	199.0960672	40.51195818	124.3237514	295.6725217	114.4554327	329.0477503	1588.215667	346.5012202	66.93927925
AY442326	35.9055457	44.71741325	50.66691606	32.49097135	47.04599132	15.2688421	924.4060074	649.6305542	17.70025887	35.48249786	12.02137402	13.92623447	341.3534368	15.25560663	42.79284905
AY442914	119.1189586	30.74134355	15.62947476	19.7063297	821.8329792	26.45174955	16.52231702	20.60614038	31.60351626	64.52942201	162.3784602	21.32726837	825.5256672	62.77792133	51.80972298
AY444559	100.1596486	293.5659788	72.06986338	35.97014429	1739.469878	17.44042861	2156.069827	1349.480405	2774.373738	463.1822671	170.6050229	580.6515269	310.9908549	2457.482534	575.578523
AY444560	44.83940439	497.474423	835.8662601	1128.031385	31.64585388	1353.400149	265.440285	890.026382	589.0582471	1219.75178	647.4804875	922.8612486	1947.839485	412.416544	808.1634215
AY444561	451.9760599	2380.297298	103.7062344	2559.072703	971.4366103	98.66700862	1611.118759	1725.787881	1706.125564	410.714121	922.2760906	873.4487804	643.0021398	1490.086259	779.0188634
AY450391	138.1872468	341.5030635	34.30061827	948.1099355	1672.222198	1131.915666	110.5598557	1074.707005	1255.358662	18.09030628	120.053511	4254.643882	99.82407174	92.52473277	971.6528324
AY450558	1803.069335	1787.560074	3324.960343	1824.875382	786.863255	585.4317539	1381.502813	1135.670089	1502.170062	1871.073209	1542.120279	999.3997666	1877.616246	1349.603551	341.6145726
AY451389	550.978204	538.7938681	74.58284571	93.81995349	301.0255464	221.0462831	174.6886525	57.63415903	111.3399794	120.4511493	14.18355611	165.3794768	170.321274	33.97198401	210.2454761
AY451390	658.4195495	263.886003	257.8654298	88.99795455	198.0879125	718.5484825	55.73010434	59.77528256	53.16753988	43.47204152	32.00248549	139.4527484	167.5373753	607.3030055	133.0749444
AY453794	2693.615228	1708.443242	3336.956467	997.5193639	714.2386782	2054.771875	114.3106562	456.5602337	443.0045959	2029.419569	1778.008917	1687.571633	1555.245842	1265.549747	696.6735141
AY455942	1099.500833	196.1075151	242.7630943	60.12611319	575.0700666	262.6794505	341.0454675	67.57768725	253.4962165	85.71621494	446.1827891	83.8154579	359.8173442	730.0844893	546.5032365
AY456380	6279.856129	2649.748961	1392.225964	3759.537646	2664.818727	211.1120443	2806.684068	1802.428794	2564.636459	3380.277759	1826.318889	2354.23043	1603.846797	2031.098258	2634.732455
AY457039	1066.39024	3916.624163	7355.19877	1946.927141	2384.497107	4787.143377	8222.495624	664.5133941	4030.788882	4792.275511	4665.360399	3807.095511	7804.146186	5373.681916	548.1020425
AY461701	103.7957403	988.1617763	5196.533826	1102.367433	1779.673708	2619.31022	1460.420308	603.6358648	3351.382815	3730.59304	3791.119107	4308.335961	5947.918489	1690.970508	1465.078821
AY461712	1376.162447	965.7465167	1869.870965	872.0363366	719.7643656	1189.752583	1170.993264	1172.990904	1487.571028	986.8742602	1504.233771	1831.871617	194.5786166	821.0810096	1125.399923
AY461805	809.7787128	306.3590495	2061.351661	395.1496678	934.5683249	82.73118892	319.6687607	124.4930186	132.3826667	1033.92588	423.8344477	339.6915957	783.797574	725.5120173	91.96089694
AY462283	592.7487405	883.4692938	366.0215785	29.60978371	730.0262738	817.7642896	984.4372713	949.3057935	991.9818222	512.6212823	512.1951623	510.1706805	691.6567217	556.9095824	778.4192251
AY462284	257.3533055	997.711274	879.5996961	1315.539066	877.0408273	741.7492988	968.7286513	1195.805575	1074.858915	569.945442	635.1965214	555.6664621	1350.307949	379.2082935	908.8776305
AY462872	125.1319899	293.5659788	2011.830763	375.4107629	1256.394585	335.4929897	23.77343058	1225.755807	925.8329445	3842.736073	1078.142092	995.1307836	3464.878377	1169.746611	19.59664762
AY463953	1045.20515	779.2394534	1440.84473	453.2561433	353.3434038	966.9319924	131.4262072	174.5473125	870.7450466	1904.591222	1675.636416	549.5727825	498.3337454	703.7717448	324.6885298
AY463957	1946.645793	247.364776	606.6859989	787.2517793	281.3434099	743.339375	52.48914622	122.2849709	317.7387085	917.7675352	1020.423806	818.7746364	372.1140924	456.3028379	183.5521232
AY465895	295.3412551	12.58659778	588.6739666	292.4914227	21.59258031	81.46758953	171.7594765	213.5112648	233.8743736	345.7937725	542.8024986	691.0714964	255.084139	177.4183352	713.8213441
AY471574	360.1027545	126.1818071	204.5660775	205.074237	517.5695396	83.99448479	172.945677	140.570443	224.5472153	300.1019543	229.8190619	101.6375868	182.1952943	191.0425421	160.1418751
AY481572	15.09836592	40.64290957	10.67569928	54.94121105	40.88316057	36.23338824	173.3261469	409.1621036	125.3418457	13.89780707	13.90099707	33.35866542	14.52869682	14.77107282	188.4940853
AY484516	849.6081664	537.5169531	111.2895914	948.9740663	224.3005775	315.7179639	505.5777295	135.1035725	35.89908204	26.96830091	66.19185688	80.01147687	17.30412391	20.88916302	87.64858405
AY485530	96.74987186	42.6531058	95.6518221	42.81504078	554.6470687	282.0970269	106.4190613	73.86534762	13.01451535	62.18205041	329.5667073	32.69814222	170.321274	274.8384847	67.45063214
AY494982	190.9318755	448.8322414	114.5903137	108.1087157	502.6582986	1560.606517	691.3509178	522.2689625	538.458362	229.2571157	512.1951623	190.8288912	292.5097131	900.750306	279.5788453
AY494983	983.2960959	2080.888956	774.1129197	551.3688012	1008.037764	420.4483014	1247.67613	882.9546606	475.9787223	314.1715464	622.9035231	627.927334	406.6786208	90.06377199	267.4556136
AY495087	223.3977328	747.0359125	802.7477559	386.0355876	90.50083811	952.5289143	248.8732353	66.83911967	139.0636088	79.69964925	299.3613342	84.55121207	88.18734513	263.6166763	2173.232198
AY496266	94.9767547	14.32195692	113.141907	15.08242035	16.92944681	48.83500239	23.6128088	19.32173111	160.6580462	97.90518476	57.68407022	70.80112519	380.6134151	81.68128973	17.11300538
AY498865	209.7214368	760.5142643	1251.123189	328.3643572	400.7097884	1114.060809	112.1821605	342.4577927	223.1088331	305.8508112	780.6677622	485.2593785	1366.708192	391.4051409	206.0365749
AY498866	328.6510905	3036.591693	3882.044444	1448.305657	2921.169168	3722.972815	2181.125226	809.8265218	298.1240046	439.5025162	232.7870626	243.8144394	563.3627078	2518.20019	1077.383929
AY499340	66.00400742	1487.548163	145.0756958	246.6251183	46.24989945	81.46758953	32.41072713	30.91322828	13.46942516	133.7275147	190.6412332	56.43923674	589.5815166	65.88125157	24.19946982
AY499341	129.7250092	404.2166255	522.6950176	101.1442855	46.24989945	89.17833056	11.80638019	12.24319391	32.38108836	238.5151709	282.1105609	282.0780507	380.6134151	199.9796821	60.39882687
AY499342	777.9859053	275.7851076	307.92685	32.76347965	63.52602938	839.4641737	11.95957681	15.65514869	20.13425068	256.2898796	51.00666814	65.13106387	117.9118135	176.2444013	13.60508071
AY501002	68.75920416	36.61021494	1048.911712	52.25632748	28.85118	1853.431807	10.01622304	14.90628885	21.70833584	940.2567257	571.2811614	712.6150077	698.9222117	779.4532443	12.91774088
AY504946	142.6870864	82.39453807	505.3702828	1451.956409	19.66279085	202.845111	625.5520748	796.985101	214.3478198	140.543729	86.25089687	84.55121207	110.4778295	260.4077761	689.6869416
AY506562	175.7517323	1951.471897	2581.256102	5677.798433	4223.739781	6582.596186	2149.341139	1889.541176	4329.289163	3537.299669	1590.376106	1058.433492	1053.347023	1031.509192	1428.014036
AY509882	2233.838516	503.1820174	1040.675857	44.78248618	13.15625743	33.33931742	33.45860605	13.75243584	247.1099287	780.3252146	308.4275052	82.27749807	2181.599158	105.4700598	14.61846558
AY509932	229.0726202	1231.683966	1440.84473	521.4208839	60.9148142	204.4638049	20.05561469	180.7887011	235.7527968	463.1822671	338.3537639	324.0249566	641.191354	180.9542418	289.2907322
AY512660	1572.118004	917.9083318	1534.461208	1183.519843	1369.488258	2249.979534	3132.196635	1372.029354	1784.622836	956.1421144	579.718611	942.0738296	2439.83675	362.6282729	1887.681267
AY513655	1570.828334	542.8736511	56.20513825	878.5560408	176.2679923	304.5980294	177.6703279	431.0675044	44.38390498	78.72322042	82.54775838	42.67421418	63.8627845	852.8013732	579.5704682
AY513656	1140.911276	684.1260499	71.5495319	991.4413224	278.8068859	77.55871449	254.9959574	481.5431892	410.5042493	536.2915406	29.44372013	364.2575965	91.92080815	313.3325345	198.7006058
AY513657	1310.393789	583.0156761	99.50499177	1068.357585	152.3276012	219.4945483	226.8474631	421.6453809	67.07160188	118.5054621	190.6412332	305.117659	35.58287856	22.84124978	458.1776251
AY513722	1662.15255	2066.320119	1417.216565	1772.324163	2040.967794	367.8342076	3606.961916	4100.254613	2276.380814	1927.576719	1622.816487	2813.910471	2077.570961	3253.148601	2864.173611
AY513723	2141.781374	4784.679556	1818.903657	2744.392848	4633.411579	917.2440917	5389.121691	6987.74832	4379.010568	2716.398589	1643.013288	4215.96995	3352.276467	5523.772646	4379.010568
AY515854	613.7399007	781.1222862	574.8840841	924.800798	130.3696237	275.8210777	998.1571913	1781.119491	2048.633029	498.3996582	1301.684456	1851.44737	1774.572363	1117.747103	1120.734165
AY517497	761.6888113	112.4745591	24.87310242	29.60978371	305.5403388	186.518038	32.61343237	44.02557134	15.09571092	87.37959318	66.77602641	13.86549233	27.60639659	11.58419753	102.1120913
AY517554	2031.129943	638.7163351	253.2372653	1844.412258	1005.405813	75.02247518	946.588189	928.5151477	506.5138452	60.33132581	201.6554626	115.2454542	24.59008305	109.8035195	1103.658395
AY520816	2154.715374	974.6427076	1538.376154	628.5584791	3847.837983	1182.252548	636.2267893	437.5072315	3059.402928	873.3649029	189.2559767	5587.483714	504.9573018	60.9732527	1644.022973
AY527403	75.78452194	49.23804079	169.3688971	390.7202424	59.13671303	65.95513306	51.49918827	167.9089777	62.12732741	32.44797375	652.3923254	33.35866542	485.1155145	13.18169042	513.3174867
AY528714	3454.5945	938.5514727	128.7843633	2577.937509	1131.488441	1014.001163	1444.139561	1500.480778	1598.350593	395.3449017	1923.818226	126.8996506	21.62520395	516.8998214	803.1698936
AY529122	138.1872468	256.5064273	954.4813544	178.687818	1020.105934	489.1365131	802.7971841	24.71913728	89.74839422	2487.472729	900.9507144	3399.55804	1864.082358	1294.139176	38.02235012
AY531390	642.2539693	224.5699119	31.45608282	531.5191607	655.1459302	62.53352235	1022.5738	689.6869416	901.4884733	251.4569979	84.7249922	528.080723	176.2080042	123.0275526	569.0610648
AY534741	1712.390764	472.0142933	95.6518221	844.6516451	111.7712337	23.7995417	235.1180709	212.5423437	94.78476236	113.5449184	19.66519216	229.084413	47.34062946	173.7883469	88.24866968
AY536376	7625.150343	12268.51124	5944.749669	9331.43832	6348.580174	7712.412815	9259.447084	8855.22304	7986.756579	6624.611579	4715.747983	6329.427197	5356.533714	8999.352478	6857.99686
AY540751	439.5215139	233.0917405	146.6840765	240.8530064	752.4364893	903.1799576	355.7340447	534.3491399	460.561719	114.4260782	387.4523808	588.7723194	668.5492448	150.5462192	522.4311817
AY540752	1169.767341	692.1933392	351.7070052	893.340724	500.0958698	646.6380067	342.2309561	390.0012631	666.7330563	297.1464974	711.5182174	1020.993438	483.1794875	502.5589402	240.3634415
AY542308	4712.691017	7122.305287	4255.323152	4938.412365	4482.701129	40.37381684	3723.189893	4773.915062	4884.837028	5366.384837	5189.989219	5594.545174	6956.855624	4708.561916	6765.636186
AY545070	604.7218967	538.7938681	385.1908442	428.426742	21.23144465	918.4616309	17.13931071	256.7710261	129.5781991	499.8909828	222.478237	110.5929132	15.66698867	66.5492558	16.51910132
AY545071	1187.49756	812.9947252	147.6128973	775.8384347	979.1271703	597.5735074	331.0513169	436.6713409	215.0390497	55.71592243	64.44840063	2146.396673	25.12168251	13.93578723	197.0673261
AY547318	180.6159854	122.4768136	744.0476413	101.1442855	118.7342316	219.4945483	231.8978245	41.77097692	56.08156696	265.6671323	94.50445038	369.3946465	263.9866415	56.81984822	46.39735447
AY550336	16.61837974	17.24239659	16.1786632	18.07733108	21.59258031	266.2282431	15.30818812	30.43722041	23.1282843	69.57535602	12.77333194	16.38279349	71.99414777	31.93825339	357.1981489
AY550337	650.3845636	14.32195692	33.45547546	30.08843647	221.6825904	443.8828106	13.0877168	33.0996346	14.05644338	47.24643711	143.0908431	44.47199496	90.98472816	311.765891	474.2951628
AY550338	20.83508281	15.91854835	36.42987939	16.34534977	40.88316057	14.15878388	11.5061783	42.96387161	11.87302822	12.43163423	23.11727414	14.24937882	14.72124366	17.79394269	593.0671441
AY551001	714.655382	98.56078462	231.349961	130.342298	1193.792313	410.8332439	422.2621839	31.28963523	17.47793289	87.96362049	121.9390826	158.419585	30.74507868	23.46970081	75.67238329
AY551298	35.9055457	1210.284076	2839.095805	1385.756325	2193.051596	1533.160229	1360.036254	2991.077311	2699.506012	3582.385736	3382.921635	3569.290343	4650.457646	2147.426185	1782.118066
AY551303	292.3323385	501.7028254	904.8493735	990.2059116	917.5776071	828.1264824	861.6449312	1950.973727	2114.453964	934.3239072	788.5838357	654.8124916	2100.964189	3420.189107	1215.153064
AY551347	87.99285355	278.6926689	809.009202	66.62621116	33.50320079	434.2857792	335.0835537	343.1398058	335.8044593	2223.739028	1223.378663	1228.025579	1810.30394	637.4386326	357.7063112
AY552609	2268.349555	707.4483813	669.0899036	195.7505118	517.5695396	672.1323573	73.423656	74.53649727	279.134493	614.570589	604.76229	433.6737746	357.7468209	1768.78111	76.74848873
AY552610	655.6611921	28.70618735	36.10205469	28.91939907	85.36376828	104.247262	11.61154159	34.42565384	31.1042637	14.59710123	349.5084288	26.1196476	13.68148274	41.97171721	33.59323683
AY552981	527.9377551	1459.291523	638.1004793	57.38419273	109.4900575	23.7995417	163.4772625	420.1978762	481.2296178	1079.49624	1682.965759	528.080723	1707.262915	432.2396373	68.89486884
AY554164	554.0960677	768.3992415	231.349961	1690.151879	1011.102148	1663.655043	149.4509653	1067.997824	104.1970242	868.9730803	85.49520149	101.6375868	353.532084	234.5578089	690.4264742
AY557346	478.825445	3691.047927	671.8407033	2101.538176	254.6094571	144.107802	811.9540312	1645.376184	809.9829958	230.5815727	203.0871864	755.4686193	35.58287856	56.21922765	2059.926759
AY560600	5415.858208	3417.799725	1090.213136	6253.422253	4114.374163	4127.176972	1859.568306	2290.981235	1986.672403	854.6892402	694.6081804	1220.233971	619.6797831	1128.404306	1762.490852
